MAE,RMSE,R2,Spearman,n,fold
0.11564574045397429,0.14793685585627633,0.42779339128254457,0.5440426192235033,18,1
0.07376110395399435,0.10602893808071577,0.7351449237514053,0.733415786856594,17,2
0.04034157133337918,0.05405655870920156,0.9401367948599907,0.8698955110244869,17,3
0.11050140418423604,0.14565775561497402,0.4840301149705688,0.21543620328942942,17,4
0.05815248268450371,0.08725266698599286,0.8481283176646154,0.900610349502382,17,5
