MAE,RMSE,R2,Spearman,n,fold
0.14290496722470328,0.17673784434114104,-9.058189288056552,0.151947257405004,12,1
0.06534703833575234,0.07867726428363264,0.7967425938306796,0.8904202417055851,11,2
0.21680792418769768,0.30512881299274436,-0.43634418282355436,0.21101805498255247,11,3
0.15131361037540464,0.2338191288410792,0.13713542033598414,0.5753484638713012,11,4
0.13811708839652534,0.1823502514067219,0.01583941178037873,0.2870166899742693,11,5
