MAE,RMSE,R2,Spearman,n,fold
0.08005277777777832,0.09268031224471511,-1.7658949016100545,-0.28219792136775024,12,1
0.10119090909090932,0.13267331375155358,0.42201704477611957,0.49772208382517324,11,2
0.12737575757575645,0.1687105889631192,0.5608865256244658,0.7339758434175737,11,3
0.10244545454545427,0.15029424641366143,0.6434936450172051,0.7762638004612793,11,4
0.12101515151515177,0.15174426619557133,0.3184812384151655,0.4874727909086796,11,5
