MAE,RMSE,R2,Spearman,n,fold
0.16504265467408416,0.26262866858601014,-21.209816031103518,0.28063987430962595,12,1
0.1336034078102086,0.17705290275404353,-0.02932846002973344,0.6529748439174291,11,2
0.17419935830646666,0.230729160785514,0.17870901901630754,0.6789276551612556,11,3
0.11622988044661636,0.157931113311989,0.6063430174017581,0.630143555668568,11,4
0.150556316370137,0.20517639892271683,-0.24597131149702856,0.22323520331332058,11,5
