MAE,RMSE,R2,Spearman,n,fold
0.11307871492385331,0.14713445311110943,0.4339838023654664,0.5886023004170474,18,1
0.07617996242446896,0.1070165611402069,0.7301878764537653,0.8685510239658493,17,2
0.03505776045516274,0.055543041683895816,0.9367992117689652,0.8999783529042963,17,3
0.09235777630077456,0.1424419999833524,0.5065612492362976,0.3623525826100146,17,4
0.07257746594475069,0.09846414692020768,0.8065914683439424,0.8022243449348948,17,5
