MAE,RMSE,R2,Spearman,n,fold
0.16974745146816675,0.23627926504107413,-16.976780672456226,0.04232968820516253,12,1
0.07084929547160532,0.09001280294202119,0.7339541742439686,0.8329541259450916,11,2
0.2024070060486398,0.29356945078267477,-0.3295779419591238,0.4312108080078246,11,3
0.1379719385439067,0.21675259994552365,0.258499929621938,0.5479509179726677,11,4
0.12160673064952819,0.16787874591590593,0.16584901106453398,0.4373587656750771,11,5
