MAE,RMSE,R2,Spearman,n,fold
0.09321666666666743,0.11015641488692754,-2.9073317233154996,0.05291211025645316,12,1
0.1210090909090912,0.1607603345092165,0.15139481592039683,0.6453106140563621,11,2
0.16750606060605974,0.21371801231500936,0.2953485766863909,0.6789276551612556,11,3
0.14311212121212133,0.2265286235174863,0.19010496308663927,0.885853984055813,11,4
0.10731212121212104,0.1387889332036166,0.42988441721159654,0.4783611499571155,11,5
