MAE,RMSE,R2,Spearman,n,fold
0.08695336716165354,0.09991634812569876,0.6714226015542789,0.6384727970945349,12,1
0.1211782755818843,0.14489574666382893,0.5370217540914757,0.5070548269468791,12,2
0.13523726489378504,0.16578627182625186,-0.023573760920395426,0.3964936687897147,12,3
0.1035977061396854,0.1320866947347481,0.42603653720714685,0.5342780763218924,12,4
0.1067969839643003,0.20318817252046875,0.31805797071336905,0.5253948512537597,12,5
