MAE,RMSE,R2,Spearman,n,fold
0.12491791211033426,0.1451979072266809,-5.788618617784277,0.27562525761837936,12,1
0.06312922940841402,0.07438811069988864,0.8182999965716784,0.852543614731052,11,2
0.20897023772483775,0.2957857070137142,-0.34972859563774206,0.23854214911071145,11,3
0.14144441225717413,0.22174916456415164,0.22391989536785495,0.7214687086640126,11,4
0.1213625556109911,0.16197506312131285,0.22348553156608142,0.4054680223446026,11,5
